10000,10000
1
4000
7000
5000,5000
9190,5544
4060,3963
5328,1943
1783,2186
4656,2798
1003,5112
7556,7628
946,3037
8201,9092
5518,9623
5976,1727
8843,8446
4727,4700
8542,116
9954,3782
2482,2982
6817,4966
9691,5394
1218,3437
5792,9904
5948,9477
134,1230
4824,3405
1340,7600
3777,7007
6824,3900
2389,288
7430,2132
3074,9287
9519,5588
8061,5009
4116,7677
1741,4538
5199,2048
9581,9211
5305,9348
907,6441
5531,3015
9352,2563
9110,7725
4249,5811
2599,2582
7077,8258
8984,7765
4804,8693
5580,1595
6526,5940
9558,4510
8420,7134
9738,6512
5126,8600
2699,3873
709,1744
3651,9689
2611,5337
2842,8059
9492,4766
1385,5899
8049,6180
8661,9713
1503,6300
6231,2437
1740,8836
5099,891
9853,8829
3616,6815
1126,8713
1905,3081
5774,3280
1914,7596
4896,9198
7871,6560
1189,3521
3280,4915
9620,871
3489,3597
8618,8825
4316,5855
3256,6629
8073,2758
6730,5315
1769,6432
1382,1971
997,5278
3211,1001
7228,1327
1275,6683
7182,9353
3345,5925
3256,5847
92,2139
7229,3543
9942,8218
4994,1381
4290,5429
4683,1568
8943,4312
2199,8501
1064,1108
1754,768
8876,615
4273,4558
3514,8478
5217,1245
8672,2542
1909,153
2236,4483
1104,4298
9033,306
7667,1940
8815,6499
9786,6779
1158,9638
8397,4674
2448,546
245,3032
5675,4725
6493,3780
6989,7968
8864,1256
4376,9238
1567,5492
7886,9567
8677,5487
8753,8860
3951,9625
1630,5059
9137,5179
467,7138
4856,462
1859,4064
4500,3158
4035,7259
732,9772
6711,8266
5114,5946
3479,3142
1137,5921
7821,6562
5117,1032
7017,4781
8633,2913
3621,5791
4994,5248
5868,671
4458,9289
3647,6108
8424,8288
2860,5469
4995,3788
1786,1878
170,1531
7740,9727
2568,9089
9744,3245
1844,9961
8729,7846
8259,7439
3667,4487
1161,9001
2066,3774
3059,695
1100,8905
8013,8286
9391,3508
1830,5074
1804,4793
2746,1403
321,7977
6166,5711
5467,5939
3734,8225
7771,3276
2760,3818
2857,9349
9127,6063
4810,1998
3570,9141
5934,4772
1756,3180
7978,4284
6136,8549
1003,8311
8049,4838
5087,1610
1386,6099
7071,1629
6529,114
2436,4457
8161,3029
9177,5483
1078,1373
9531,9916
5581,3987
3381,2686
3179,6752
4777,257
6989,8851
3050,1125
4646,9487
6696,4842
4924,4742
1555,6815
8895,671
2359,310
6570,8000
3724,9297
5332,5210
2693,4356
8325,4835
7301,9387
3537,7112
5457,1305
237,3888
4146,8918
3511,1088
1339,1655
1590,5209
8498,4655
6598,5681
264,9768
810,9155
6585,1726
4737,7637
5828,5655
4815,3621
2393,3439
2095,4828
9544,8942
9848,5232
7364,1957
6108,5974
491,8741
